ticker,company_name,current_price,arima_prediction,lstm_prediction,combined_prediction,recommendation,confidence,arima_error,lstm_error,arima_change_pct,lstm_change_pct,combined_change_pct,combined_explanation,models_agree,sentiment_signal,sentiment_score,sentiment_confidence,news_count,technical_signal,enhanced_recommendation,enhanced_confidence,agreement_status,original_recommendation,original_confidence,sector,sector_avg_change,relative_to_sector
BALKRISIND.NS,Balkrisind,2550.300048828125,2473.240825609407,2462.9619140625,2468.1013698359534,STRONG SELL,90.0,43.97519155388619,90.95296762901717,-3.021574785058225,-3.424621930496268,-3.2230983577772467,"Combined models predict a significant 3.22% price decrease (ARIMA: -3.02%, LSTM: -3.42% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,SELL,STRONG SELL,95.0,TECHNICAL_ONLY,STRONG SELL,95.0,NIFTY_AUTO,-1.0239976109115636,-2.199100746865683
M&M.NS,M&m,3174.39990234375,3172.186533978521,3102.09033203125,3137.1384330048854,SELL,85.0,54.997866979635305,125.9352736805497,-0.06972556808595384,-2.2778973203442887,-1.1738114442151213,"Combined models predict a moderate 1.17% price decrease (ARIMA: -0.07%, LSTM: -2.28% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,SELL,SELL,85.0,TECHNICAL_ONLY,SELL,85.0,NIFTY_AUTO,-1.0239976109115636,-0.1498138333035577
ABBOTINDIA.NS,Abbotindia,35420.0,34474.47284334017,33008.12109375,33741.29696854508,STRONG SELL,90.0,495.386889246664,1405.922560860501,-2.6694724919814545,-6.809370147515528,-4.739421319748502,"Combined models predict a significant 4.74% price decrease (ARIMA: -2.67%, LSTM: -6.81% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,SELL,STRONG SELL,95.0,TECHNICAL_ONLY,STRONG SELL,95.0,NIFTY_PHARMA,-1.337535509050928,-3.4018858106975736
DIVISLAB.NS,Divislab,6876.0,6857.0194732105065,6488.447265625,6672.733369417753,SELL,85.0,109.31722949334943,249.70052758225287,-0.2760402383579629,-5.6363108547847585,-2.956175546571361,"Combined models predict a moderate 2.96% price decrease (ARIMA: -0.28%, LSTM: -5.64% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,SELL,SELL,85.0,TECHNICAL_ONLY,SELL,85.0,NIFTY_PHARMA,-1.337535509050928,-1.618640037520433
ALKEM.NS,Alkem,4822.0,4842.262947268192,5013.7919921875,4928.0274697278455,BUY,85.0,81.85748254789505,226.6250325881394,0.42021873223127265,3.977436586219411,2.198827659225332,"Combined models predict a moderate 2.20% price increase (ARIMA: 0.42%, LSTM: 3.98% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,BUY,BUY,85.0,TECHNICAL_ONLY,BUY,85.0,NIFTY_PHARMA,-1.337535509050928,3.53636316827626
IPCALAB.NS,Ipcalab,1415.699951171875,1366.3833321588666,1357.5701904296875,1361.976761294277,STRONG SELL,90.0,33.048785044584186,57.70272902244844,-3.4835502376181897,-4.106079165579499,-3.7948147015988525,"Combined models predict a significant 3.79% price decrease (ARIMA: -3.48%, LSTM: -4.11% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,SELL,STRONG SELL,95.0,TECHNICAL_ONLY,STRONG SELL,95.0,NIFTY_PHARMA,-1.337535509050928,-2.4572791925479245
GLENMARK.NS,Glenmark,1783.5,1756.3851757415175,1741.9249267578125,1749.1550512496651,SELL,85.0,29.250808021706803,75.58943174962215,-1.5203153495084096,-2.331094658939585,-1.9257050042239912,"Combined models predict a moderate 1.93% price decrease (ARIMA: -1.52%, LSTM: -2.33% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,SELL,SELL,85.0,TECHNICAL_ONLY,SELL,85.0,NIFTY_PHARMA,-1.337535509050928,-0.5881694951730632
AUROPHARMA.NS,Auropharma,1156.0999755859375,1132.2803615499238,1135.0916748046875,1133.6860181773056,SELL,85.0,23.45636746983864,47.09477745841666,-2.060342058561276,-1.817169900951042,-1.938755979756159,"Combined models predict a moderate 1.94% price decrease (ARIMA: -2.06%, LSTM: -1.82% - both models agree on direction)",True,NEUTRAL,0.0,40.0,1,SELL,SELL,85.0,TECHNICAL_ONLY,SELL,85.0,NIFTY_PHARMA,-1.337535509050928,-0.6012204707052311
LAURUSLABS.NS,Lauraslabs,758.5499877929688,747.318498949031,728.0830688476562,737.7007838983436,SELL,85.0,14.238424974559845,41.43923766511082,-1.4806524322301067,-4.016468187410721,-2.748560309820414,"Combined models predict a moderate 2.75% price decrease (ARIMA: -1.48%, LSTM: -4.02% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,SELL,SELL,85.0,TECHNICAL_ONLY,SELL,85.0,NIFTY_PHARMA,-1.337535509050928,-1.411024800769486
BIOCON.NS,Biocon,374.45001220703125,362.4679172763879,357.5164794921875,359.9921983842877,STRONG SELL,90.0,7.224619326039273,15.924624870441104,-3.199918424363287,-4.522241197172481,-3.861079810767884,"Combined models predict a significant 3.86% price decrease (ARIMA: -3.20%, LSTM: -4.52% - both models agree on direction)",True,NEUTRAL,0.0,40.0,1,SELL,STRONG SELL,95.0,TECHNICAL_ONLY,STRONG SELL,95.0,NIFTY_PHARMA,-1.337535509050928,-2.523544301716956
APOLLOHOSP.NS,Apollohosp,7565.0,7488.792975265607,7089.255859375,7289.024417320304,STRONG SELL,90.0,97.93547806948433,208.70721722696757,-1.0073631822127256,-6.288752685062788,-3.648057933637757,"Combined models predict a significant 3.65% price decrease (ARIMA: -1.01%, LSTM: -6.29% - both models agree on direction)",True,NEUTRAL,0.0,40.0,2,SELL,STRONG SELL,95.0,TECHNICAL_ONLY,STRONG SELL,95.0,NIFTY_HEALTHCARE,-1.6751053721398157,-1.9729525614979413
LALPATHLAB.NS,Lalpathlab,2756.699951171875,2772.6399909624038,2765.70263671875,2769.1713138405767,HOLD,80.0,47.50970146780149,102.62271869310581,0.5782290446137474,0.3265747345135604,0.4524018895636456,"Combined models predict relatively stable price (change: 0.45%) (ARIMA: 0.58%, LSTM: 0.33% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,BUY,HOLD,80.0,TECHNICAL_ONLY,HOLD,80.0,NIFTY_HEALTHCARE,-1.6751053721398157,2.127507261703461
MAXHEALTH.NS,Maxhealth,1301.4000244140625,1277.8205792420938,1251.895751953125,1264.8581655976095,SELL,85.0,27.158978974512827,54.94248658350432,-1.8118522152775447,-3.8039243531769658,-2.807888284227247,"Combined models predict a moderate 2.81% price decrease (ARIMA: -1.81%, LSTM: -3.80% - both models agree on direction)",True,NEUTRAL,0.0,50.0,0,SELL,SELL,85.0,TECHNICAL_ONLY,SELL,85.0,NIFTY_HEALTHCARE,-1.6751053721398157,-1.132782912087431
METROPOLIS.NS,Metropolis,1737.9000244140625,1707.1334638414137,1676.132080078125,1691.6327719597693,SELL,85.0,27.60709840137102,56.71952236244866,-1.7703297163495835,-3.5541713256355307,-2.6622505209925573,"Combined models predict a moderate 2.66% price decrease (ARIMA: -1.77%, LSTM: -3.55% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,SELL,SELL,85.0,TECHNICAL_ONLY,SELL,85.0,NIFTY_HEALTHCARE,-1.6751053721398157,-0.9871451488527416
COLPAL.NS,Colpal,2445.300048828125,2410.0753124703265,2380.7880859375,2395.431699203913,SELL,85.0,39.1990783540161,82.79095560020461,-1.440507735428193,-2.638202331102125,-2.0393550332651684,"Combined models predict a moderate 2.04% price decrease (ARIMA: -1.44%, LSTM: -2.64% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,SELL,SELL,85.0,TECHNICAL_ONLY,SELL,85.0,NIFTY_CONSUMER,0.36681653578071655,-2.406171569045885
UBL.NS,Ubl,1982.5,1949.091532059808,1958.462158203125,1953.7768451314664,SELL,85.0,29.643006517015028,62.41155497426846,-1.6851686224560878,-1.2125014777742749,-1.448835050115187,"Combined models predict a moderate 1.45% price decrease (ARIMA: -1.69%, LSTM: -1.21% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,SELL,SELL,85.0,TECHNICAL_ONLY,SELL,85.0,NIFTY_CONSUMER,0.36681653578071655,-1.8156515858959035
UNITDSPR.NS,Unitdspr,1381.699951171875,1396.1715491428704,1441.45166015625,1418.8116046495602,BUY,85.0,23.968923174387086,50.680035321996435,1.047376310516726,4.324506846345126,2.685941578430926,"Combined models predict a moderate 2.69% price increase (ARIMA: 1.05%, LSTM: 4.32% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,BUY,BUY,85.0,TECHNICAL_ONLY,BUY,85.0,NIFTY_CONSUMER,0.36681653578071655,2.3191250426502092
DABUR.NS,Dabur,491.6000061035156,482.1336477027753,483.60693359375,482.87029064826265,SELL,85.0,6.334428589864786,13.184450154439089,-1.9256221080572973,-1.625930107918374,-1.7757761079878354,"Combined models predict a moderate 1.78% price decrease (ARIMA: -1.93%, LSTM: -1.63% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,SELL,SELL,85.0,TECHNICAL_ONLY,SELL,85.0,NIFTY_CONSUMER,0.36681653578071655,-2.142592643768552
VBL.NS,Vbl,450.70001220703125,451.252428184677,480.0897521972656,465.6710901909713,STRONG BUY,90.0,11.749522374777069,37.022500360640464,0.12256844079959685,6.520909517245377,3.3217389790224865,"Combined models predict a significant 3.32% price increase (ARIMA: 0.12%, LSTM: 6.52% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,BUY,STRONG BUY,95.0,TECHNICAL_ONLY,STRONG BUY,95.0,NIFTY_CONSUMER,0.36681653578071655,2.95492244324177
ITC.NS,Itc,413.3500061035156,415.147752854008,419.69659423828125,417.4221735461446,HOLD,80.0,4.634707612381026,10.004288760822012,0.43492118639092364,1.5354029372328697,0.9851620618118966,"Combined models predict relatively stable price (change: 0.99%) (ARIMA: 0.43%, LSTM: 1.54% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,BUY,HOLD,80.0,TECHNICAL_ONLY,HOLD,80.0,NIFTY_CONSUMER,0.36681653578071655,0.6183455260311801
NESTLEIND.NS,Nestleind,2388.39990234375,2410.4165823266385,2483.60107421875,2447.0088282726942,BUY,85.0,26.492367295247757,64.98802610785629,0.9218171530355281,3.9859812329408726,2.4538991929882004,"Combined models predict a moderate 2.45% price increase (ARIMA: 0.92%, LSTM: 3.99% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,BUY,BUY,85.0,TECHNICAL_ONLY,BUY,85.0,NIFTY_CONSUMER,0.36681653578071655,2.0870826572074836
TATACONSUM.NS,Tataconsum,1089.4000244140625,1097.698886860678,1117.1416015625,1107.4202442115889,BUY,85.0,15.50502252461827,32.55205173598808,0.7617828401535975,2.546500507319008,1.6541416737362924,"Combined models predict a moderate 1.65% price increase (ARIMA: 0.76%, LSTM: 2.55% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,BUY,BUY,85.0,TECHNICAL_ONLY,BUY,85.0,NIFTY_CONSUMER,0.36681653578071655,1.287325137955576
HINDUNILVR.NS,Hindunilvr,2313.39990234375,2297.10867112663,2294.108154296875,2295.6084127117524,HOLD,80.0,24.877798519767257,47.16727930575193,-0.7042116324382665,-0.8339132385771331,-0.7690624355076998,"Combined models predict relatively stable price (change: -0.77%) (ARIMA: -0.70%, LSTM: -0.83% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,SELL,HOLD,80.0,TECHNICAL_ONLY,HOLD,80.0,NIFTY_CONSUMER,0.36681653578071655,-1.1358789712884163
BRITANNIA.NS,Britannia,5794.5,5747.03978595275,5692.97119140625,5720.005488679501,SELL,85.0,63.63392378613348,154.48124620875194,-0.8190562438044662,-1.7521582292475624,-1.2856072365260065,"Combined models predict a moderate 1.29% price decrease (ARIMA: -0.82%, LSTM: -1.75% - both models agree on direction)",True,NEUTRAL,0.0,40.0,1,SELL,SELL,85.0,TECHNICAL_ONLY,SELL,85.0,NIFTY_CONSUMER,0.36681653578071655,-1.652423772306723
ONGC.NS,Ongc,244.0500030517578,243.5793624174739,241.24118041992188,242.4102714186979,HOLD,80.0,4.271816831584023,9.651917945895745,-0.19284598582205195,-1.1509209574729018,-0.6718834716474711,"Combined models predict relatively stable price (change: -0.67%) (ARIMA: -0.19%, LSTM: -1.15% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,SELL,HOLD,80.0,TECHNICAL_ONLY,HOLD,80.0,NIFTY_OIL_AND_GAS,-1.8234811015983905,1.1515976299509194
IOC.NS,Ioc,147.8699951171875,146.93996457339972,141.6099395751953,144.27495207429752,SELL,85.0,2.0747911671880126,5.415448937786146,-0.6289514942167457,-4.233486000341767,-2.4312187472792566,"Combined models predict a moderate 2.43% price decrease (ARIMA: -0.63%, LSTM: -4.23% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,SELL,SELL,85.0,TECHNICAL_ONLY,SELL,85.0,NIFTY_OIL_AND_GAS,-1.8234811015983905,-0.6077376456808661
GAIL.NS,Gail,192.74000549316406,189.8452337974148,185.49172973632812,187.66848176687148,SELL,85.0,3.6234350547549563,8.403434475171904,-1.5019049565462035,-3.7606493464030812,-2.6312771514746354,"Combined models predict a moderate 2.63% price decrease (ARIMA: -1.50%, LSTM: -3.76% - both models agree on direction)",True,NEUTRAL,0.0,40.0,1,SELL,SELL,85.0,TECHNICAL_ONLY,SELL,85.0,NIFTY_OIL_AND_GAS,-1.8234811015983905,-0.8077960498762449
OIL.NS,Oil,452.95001220703125,435.222305089021,431.2674560546875,433.24488057185425,STRONG SELL,90.0,9.245069127506362,22.42943048392705,-3.9138330147361575,-4.786964470250028,-4.350398742493092,"Combined models predict a significant 4.35% price decrease (ARIMA: -3.91%, LSTM: -4.79% - both models agree on direction)",True,NEUTRAL,0.0,40.0,1,SELL,STRONG SELL,95.0,TECHNICAL_ONLY,STRONG SELL,95.0,NIFTY_OIL_AND_GAS,-1.8234811015983905,-2.526917640894702
IGL.NS,Igl,219.47000122070312,216.10986775682747,207.88877868652344,211.99932322167547,STRONG SELL,90.0,4.5263685621888845,8.777150540774871,-1.5310217547666765,-5.276904574549755,-3.4039631646582094,"Combined models predict a significant 3.40% price decrease (ARIMA: -1.53%, LSTM: -5.28% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,SELL,STRONG SELL,95.0,TECHNICAL_ONLY,STRONG SELL,95.0,NIFTY_OIL_AND_GAS,-1.8234811015983905,-1.5804820630598189
ATGL.NS,Atgl,663.9000244140625,666.5943788574658,664.0425415039062,665.3184601806861,HOLD,80.0,14.945887875093263,25.554024058814843,0.40583737676184994,0.021466649284962922,0.21365201302341502,"Combined models predict relatively stable price (change: 0.21%) (ARIMA: 0.41%, LSTM: 0.02% - both models agree on direction)",True,NEUTRAL,0.0,50.0,0,BUY,HOLD,80.0,TECHNICAL_ONLY,HOLD,80.0,NIFTY_OIL_AND_GAS,-1.8234811015983905,2.0371331146218057
GUJGASLTD.NS,Gujgasltd,495.1499938964844,480.4933691166743,470.7325439453125,475.6129565309934,STRONG SELL,90.0,8.52012592689756,21.52784902681971,-2.960037354433292,-4.931323892185398,-3.9456806233093396,"Combined models predict a significant 3.95% price decrease (ARIMA: -2.96%, LSTM: -4.93% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,SELL,STRONG SELL,95.0,TECHNICAL_ONLY,STRONG SELL,95.0,NIFTY_OIL_AND_GAS,-1.8234811015983905,-2.1221995217109493
MGL.NS,Mgl,1508.0,1491.599128667529,1456.706787109375,1474.152957888452,SELL,85.0,31.428060306730092,52.46563142824117,-1.0875909371665164,-3.4014066903597477,-2.244498813763132,"Combined models predict a moderate 2.24% price decrease (ARIMA: -1.09%, LSTM: -3.40% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,SELL,SELL,85.0,TECHNICAL_ONLY,SELL,85.0,NIFTY_OIL_AND_GAS,-1.8234811015983905,-0.4210177121647416
ADANIGREEN.NS,Adanigreen,1008.5,1014.0486625466347,1008.8229370117188,1011.4357997791767,HOLD,80.0,24.774294598924403,48.79372078677162,0.5501896427005116,0.032021518266608824,0.2911055804835602,"Combined models predict relatively stable price (change: 0.29%) (ARIMA: 0.55%, LSTM: 0.03% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,BUY,HOLD,80.0,TECHNICAL_ONLY,HOLD,80.0,NIFTY_ENERGY,0.4640160945710153,-0.17291051408745506
TATAPOWER.NS,Tatapower,399.8999938964844,405.87717327073864,406.45623779296875,406.1667055318537,BUY,85.0,6.541467384110628,13.05841767925081,1.4946685335037735,1.6394708668541473,1.5670697001789677,"Combined models predict a moderate 1.57% price increase (ARIMA: 1.49%, LSTM: 1.64% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,BUY,BUY,85.0,TECHNICAL_ONLY,BUY,85.0,NIFTY_ENERGY,0.4640160945710153,1.1030536056079525
LTTS.NS,Ltts,4331.60009765625,4348.841000623657,4394.75732421875,4371.799162421204,HOLD,80.0,102.67744529787022,195.31960103499964,0.39802619306283554,1.4580576493354782,0.9280419211991568,"Combined models predict relatively stable price (change: 0.93%) (ARIMA: 0.40%, LSTM: 1.46% - both models agree on direction)",True,NEUTRAL,0.0,40.0,2,BUY,HOLD,80.0,TECHNICAL_ONLY,HOLD,80.0,NIFTY_IT,-0.12530686224325296,1.0533487834424098
